	Expression1	Expression2
CHKA	-1.4555335	-1.9229
CHRD	0.15071887	1.8381
SEMA5A	0.56436247	3.07205
TMEM109	-0.014776677	-0.42339993
NUDT15	0.52442884	0.41189998
STOML2	0.2737404	-0.4819
OSGIN2	0.51450306	3.37645
SLC34A2	1.9327192	5.62545
CAMK1	1.1050595	3.22945
FXN	0.4176656	0.26815
FICD	1.2986733	3.00975
TALDO1	0.24422856	1.0218
OAT	0.53710103	0.9038
CCL2	2.8735547	7.0381
MAPK14	-0.41968685	0.83955
GIPC1	-0.7567965	-2.96295
FUBP3	0.32315114	-0.9748
RPS6KA4	0.13515139	-0.055899993
CCND3	1.5585933	0.60985005
POU3F2	1.4756712	2.52385
ABCD1	1.9982071	3.0063
FOXO4	3.4667833	2.52405
CREB3L2	0.9810308	1.7609999
PRKG1	2.6313198	6.1328
MBP	-1.009639	-0.4763
RPS15A	-0.15017171	-2.5649
GOLM1	0.15574825	-1.09585
HOXA7	0.12401438	-0.1128
SHQ1	-0.70589316	-3.5152001
FABP3	1.5367042	2.46415
CDKN1B	-3.2133627	-1.5129
MCC	0.37646422	3.6304998
CAMKK2	0.25398037	-0.51094997
SLC52A2	-0.99518883	-2.50185
BATF3	0.21277378	-1.09975
CSGALNACT2	0.43110523	2.111
COX17	0.9958986	3.44035
LY75	0.4635544	0.02579999
SIPA1L1	1.278494	2.7315502
RBMX	-0.7911114	-0.5756
GSTP1	0.53343195	-1.0509
CHPT1	-0.8320725	-3.0393
IDH1	-0.7893075	0.88589996
CHD5	1.4061335	3.8153
CCL21	0.72899604	1.9537001
ADCY6	0.5922867	3.29915
FOXC2	0.029578358	3.1165
CTSZ	1.1884826	1.65095
IL1A	-0.6444252	3.7540498
CRIP1	-0.31297946	-0.8161
CAMK2A	0.12773353	2.1371999
ATP6V1A	0.9180589	0.60660005
HOXC4	1.3944561	0.45095
SDC3	1.1417977	3.7401
GFRA2	0.9267822	2.4091
AIP	0.33242565	-3.4719
APBB3	3.1155076	3.48775
CTSA	0.38149196	1.8224
SQLE	0.205394	-0.3754
BACE1	0.71335596	2.2083502
USP33	-0.3606128	-0.30655003
NEDD4L	0.12380857	2.26435
TPM1	1.7315639	2.25535
MEF2C	3.0206447	7.5834
PLEK	-0.028985828	2.8274
FRZB	0.7142574	1.917
FCN3	0.31749332	4.3828497
SYDE1	-1.1750634	-0.53099996
GREM2	0.52993196	3.87725
NRF1	-1.203548	-0.66645
NDRG2	-0.6944724	-0.33304995
DNASE1L1	1.8603523	4.1457
EGR4	-1.2093434	1.7735499
KCNA5	0.26295596	3.80785
SRGN	-1.5016131	-0.52735
LBR	-3.201246	-8.0786
PPP2R5D	1.7510897	2.15815
TFAM	-0.96277076	-2.0751
GYG1	0.5569257	-2.6444502
LARP1	0.11209968	-1.62035
NOS3	0.44734588	5.047
RAB4B	2.815637	6.31955
PLCB1	0.20904246	0.22009999
MMACHC	0.38463318	0.77564996
OXSM	-1.8016374	-4.3001
IL11RA	1.4739308	2.27705
PIAS4	-0.8866302	0.83105
AVPR1A	1.1401947	5.5469
DENND1B	0.16060814	2.9744
PAX8	0.90848714	-0.32705
NPAS2	-2.1966176	-5.06555
PLAU	-0.6169751	-1.9006
MRPS14	1.3672644	4.2911
UBIAD1	-2.3214183	-0.56925
TRAF2	-1.619343	-0.50310004
GLYR1	0.7253125	1.1354
CKB	1.7229571	5.1259003
MAPKBP1	0.95714325	1.4988501
STAB1	1.7663777	3.24275
IFIT3	0.7313651	2.0854
PRKCI	1.7545259	3.91645
RUNX2	0.18287115	3.0831
DLC1	-1.0543671	0.0889
EAPP	2.487463	-6.5518503
NIT2	-0.14737844	-2.29845
SNAP29	2.8559668	4.11985
MAP2K5	1.4233555	0.6622
SIK1	-2.5670874	-0.44879997
ATAD5	-0.046549633	2.3541
ACTN3	2.1393719	5.6167502
AR	0.56129754	3.0493002
RB1	4.6674485	4.7575502
TBXA2R	0.7289479	3.2635
EFEMP2	2.3917754	3.9250002
CHI3L1	1.5825033e-05	2.41885
PSAP	0.85288966	1.2563
LILRB2	1.6511133	3.8248
VAPA	-1.3799195	-4.3067503
IER2	-3.9064798	-3.5861
PRKDC	-0.44669935	-1.5907
CSNK1D	-2.5171013	-4.8660502
JADE1	-1.0322919	-3.4024
SDC4	-0.5557961	-1.7128501
GLYAT	0.44184992	4.13015
ZFP36L1	-0.82378805	-1.87815
CDH13	1.9943326	3.8832002
ADTRP	1.7394669	4.6661997
DDX3X	-0.8628949	-1.637
PMAIP1	0.87581927	1.5491999
MAP3K7	1.9933605	3.78125
ZNF35	-1.1792183	1.04905
PBX2	0.29586628	2.1988502
CIDEA	1.4353825	4.26175
GSTO1	1.3315208	2.05175
CDK12	-2.7614608	-3.3931499
CITED2	1.690519	2.2916
QSOX1	-0.38258266	1.67155
PTGES	-1.3039613	-4.93375
PCTP	-0.34818077	-0.46115002
IL4R	0.44503188	3.2775002
PRCP	2.7599256	5.9028
FUZ	2.6594546	1.4944999
DACT1	1.8639889	1.2602999
PARP1	1.3371713	2.12565
BLNK	1.7186185	4.4069004
ALDH3B1	1.0466739	-0.90005
GSPT2	-0.6703622	-2.8384
RALA	1.2206284	-0.81064993
PDXK	-0.8074683	-0.7388
CDK4	-0.16255774	-1.2434499
FIBP	1.4240392	1.18595
RPL36	-1.4648982	-3.5366
DDX21	-1.408656	0.88495
MMP9	1.4058348	4.7375
MRPL35	0.006313309	1.00035
CALU	2.6822963	4.7219
CYP2J2	1.7511168	5.7297497
FOXD2	1.2925234	4.16455
ELOVL1	0.37601936	-1.3508
FHL2	-7.392116	-10.0
TCP1	-1.3737632	-3.47675
UTP20	0.12497418	-2.3658001
S100A13	2.6154673	2.833
ECT2	-0.41056567	-2.23875
ETV4	-1.0491232	-2.1718001
METTL7A	1.8356723	1.7730501
ACSL6	1.4053936	2.7662
TAF4B	0.3989141	3.4316
PRKAR2A	-2.1985664	-2.8684
VNN1	0.33037755	2.6110501
NFKBIB	1.4173654	3.1441
DAB2	0.26018327	2.1886
MFAP2	1.2457066	3.6889
TCF4	1.0233393	3.7041001
EPAS1	0.75137883	1.93845
PARL	-0.4992296	-3.8415499
NBN	-1.1162822	-2.6686
IMPDH1	0.13252535	-0.7015
KCNAB2	0.62462676	0.6553
PRKCQ	2.622805	9.3126
CDC25B	-4.979664	-10.0
ANKS1A	-0.3761446	1.05225
PSMD10	1.3979874	-0.40085
PTPRR	1.1534017	3.3040001
RPS27L	0.8809738	-2.3287
TMC6	1.2253945	3.09395
ADGRG1	0.2736314	0.85010004
PROX1	0.5044207	4.2968
PAK2	1.1403018	4.0635
WAPL	-3.7921357	-5.09395
CD7	1.0752093	3.04735
OPN3	1.0770316	-0.75315
CDKN3	-1.1974926	-5.9775
B4GALT5	-1.9641373	-1.8493
AKR1A1	2.334754	0.72885
CALY	1.1474975	3.9418497
SEC31A	2.7626104	0.65245
PSMD2	0.2888421	3.38055
STK10	-0.34096068	5.1880503
NPAS3	0.77562904	1.70565
ADARB1	0.5136228	3.61895
ANP32E	-1.7433432	-1.8685
SLC27A3	0.7539684	3.29065
ATP2B4	0.7090849	2.55175
RAN	0.22412682	-5.73915
SERPINE2	1.159847	0.04859999
RPL27A	0.32722962	-0.31265
AMPD3	1.2110246	1.0466
SEMA6C	0.77403086	1.8120999
RTN4	0.07399042	2.33915
IQGAP1	2.4469483	4.25885
SNW1	-2.5788329	-8.1069
SORL1	-1.2129126	-0.99090004
TXN	1.8604181	2.0123
LOXL2	-0.05832409	2.10255
PTPRF	1.47722	5.13195
STK19	2.1218095	6.5078497
SUMO1	2.3851156	4.6134
GRP	0.51800525	2.55415
TAF12	1.8134794	3.71565
TFE3	0.58222854	0.25370002
MAD2L1	-0.0062565506	0.43734998
NRIP1	-6.135336	-10.0
CAPZA1	0.8482452	0.87320006
CARD14	1.279876	3.3876
MSMO1	-0.26457292	-0.99090004
VPS28	-0.7931554	0.11475
CCNH	-0.22422098	-0.59405005
CUL7	2.1951938	4.25675
OVOL2	1.2050812	3.66845
RPS3	0.4934919	-2.12005
HAGH	1.4590151	3.75935
BRAF	0.02335508	1.9212499
TIMM50	0.61938596	2.34945
CAST	2.0094228	5.0112
ZBTB18	-0.29647774	0.49774998
KLHL22	1.1602073	0.6999
CUL3	-0.26182306	-1.0585
ZBTB7A	-3.458469	-5.90825
ZNF675	0.5103211	3.5216498
N6AMT1	0.74281067	3.62275
PLXNC1	-0.12212548	1.4939001
SLC25A15	0.6375386	-1.03535
MRPL42	0.39200184	-0.72195
ISLR	0.5410291	0.74195
C6	2.019445	5.2507
CD58	-1.7899103	-7.8357
LMO3	1.6659905	2.8249002
CHGA	0.44942382	4.0229
PCM1	-0.4096187	-5.6205
TIGAR	0.35094464	0.42975
HRK	0.9332713	3.94045
NCK2	0.50193465	0.21574998
RPS29	0.513211	-1.7867999
DGKD	-0.92128116	-1.2961
SRP54	1.1077317	-3.5510998
IGF2R	0.94061714	0.54855
KDM4C	0.9298335	5.42125
ARHGEF2	-1.9514519	-2.0424
PLPP3	-1.7608066	-0.96355
MTOR	2.5786371	4.74685
HDAC7	-0.79589176	-1.8531501
CXCL10	0.4458232	4.2795
LRPAP1	0.9146194	4.73955
YBX3	0.25884753	-0.89125
HTR2A	0.46792608	2.4938
CD4	1.7703052	4.84365
AIFM1	1.8437378	1.48155
TCF15	0.2750939	0.38579997
GSR	1.4223542	-0.8572
PSMA4	1.3300545	-1.0294
FN1	-0.22796483	0.81715
PTGES2	0.69492555	-1.4487
APPL2	0.89843416	-0.74985003
ADGRL1	0.93481135	1.381
ZNF106	-0.46826074	-2.6211
NPR1	1.3805187	4.83275
LUM	1.3302888	5.81745
PDGFD	0.063498735	3.7880502
EVL	-0.5387104	0.22975
HLA-A	0.07048111	0.83085
OLAH	0.4123864	1.59815
VASH1	1.8990732	4.15545
MSN	0.28471315	0.1268
SNX6	1.0053866	0.76769996
MECP2	0.8486399	5.1941
ADCY9	0.83680344	0.41775
PFKFB3	-1.6384073	0.17610002
EIF5A	1.5856799	3.9826498
ZKSCAN3	0.7127017	3.2219
YPEL5	1.2003108	4.2063
POLR3E	-1.363092	-3.2363
TFB2M	-1.9749418	-5.1532
PHIP	-0.40808904	1.7974
LEF1	1.6258147	3.5687
FER	0.8971932	1.5519
ANKRD26	1.2138438	4.31615
HOXC10	-0.37404987	-4.3721
ETFDH	2.258681	4.2275
TAF9	-1.9460567	-1.11805
TCN2	1.2922196	3.199
NSDHL	1.1662204	-0.55955
PITX2	1.2850708	3.6223001
LDLR	-2.582616	-2.8039
BICD1	0.8499739	3.7086
HSF2	-2.4136846	-5.11405
QDPR	-0.72813755	0.75205
APBB2	1.7051806	6.0023
PPP5C	1.4105108	0.19264999
GCN1	-0.32739007	-2.30335
RHOA	3.1725526	1.40325
TSPYL2	-0.58360195	-1.5989001
BCL2	1.4641372	6.2281504
AQP3	-2.1268528	-2.5521
TLR5	0.04956667	1.0527
PLK1	-3.1585484	-9.3640995
ANP32A	0.9435717	1.0238
TAF5	-2.0493064	-4.1676
F12	-0.54776955	-0.90634996
LLGL1	1.8488513	4.66745
DNPH1	2.4403186	3.5894501
FXR2	-1.0575536	-5.41945
IRF7	-0.3577726	0.81255
TNFRSF25	0.6831742	1.3970001
PREB	-0.3332427	-0.50965
CD1C	1.5770739	1.4267
GABARAPL2	3.2133334	4.74795
ALOX5AP	0.48115438	3.9668002
RELB	0.29290152	5.63005
TOR1A	1.7254807	1.3979
BTAF1	-2.4197464	-1.1197
PRKACA	0.7910616	4.12145
GPX3	1.6018097	1.67415
TRIM2	2.2742321	3.70275
TCN1	-2.7310176	-5.8645
CLMN	0.53693825	-0.4128
CAMP	0.58177865	3.70745
FA2H	-1.0752484	-4.7721996
TIPARP	-9.003309	-7.1542997
SMS	-0.30547652	-3.0983
CCT8	-0.1761247	-0.3838
RAB21	1.363354	4.3988
IGF2BP3	0.9922257	-0.22254997
MRPL34	-0.013218872	-2.1976001
NELFB	-1.0424262	-4.2311
SNX4	-0.61152124	2.1896
S100A11	-1.8361754	-3.73865
SUCO	-2.3711765	-1.9584498
MCL1	-4.118594	-1.14245
CFLAR	-0.019137103	3.22715
SELL	0.96301216	-0.792
NUFIP1	-1.2346504	1.09165
NAIP	0.78223723	2.70185
DYRK2	-1.3745157	1.9576
ST3GAL2	1.2067226	3.6012502
PITPNA	0.4002124	-0.42555
PPA1	0.8092248	0.77805007
SETD4	0.12858477	3.9146
VGLL4	-1.8469887	-2.4418502
MAP3K1	-1.0334711	-1.6154
AAMP	1.4353325	2.5127501
CBLC	-0.10096495	2.60215
FMR1	0.35717642	1.55895
LRP2	0.13238283	4.1440496
PPP1CA	0.29164636	-2.9812999
SERPINI1	0.84644556	4.01265
CDK2	1.6307324	3.3592498
GABARAPL1	1.4801149	0.42055
SIRT2	1.8396809	1.4
ZXDC	-0.11976965	3.8049998
DERA	1.6445653	1.27625
MOG	0.5906213	4.15605
CACNA1A	0.27739954	1.1161
DHRS9	-0.49809733	-1.0487
IDO1	1.5768781	4.9715996
TXLNA	-5.0582924	-10.0
KRT18	0.40279683	-2.7234
ORM1	1.0072159	6.13175
BBS4	3.0888276	1.14255
ABI1	0.0045119673	1.7265501
GALNS	1.4546582	7.47445
CHEK1	0.8225218	-0.10145001
ANKRD1	-0.9254464	0.284
PIM1	-0.23916343	4.03245
PDE4D	-1.0418932	-1.0910001
POLR2K	1.6576532	1.6471
HTR2B	0.78518736	0.2597
FYN	1.2326158	-2.3246999
S100A8	-0.23840958	0.91674995
ECHDC1	1.6355075	1.9893
GDF15	-1.2433656	-3.1521
HIPK1	-0.038448267	2.0506501
MAVS	-0.5910013	-3.50285
SLF2	-0.93256474	-0.94975
LDHB	-0.6209243	0.26445
CIB1	-0.78238887	-2.40985
CTPS2	0.5214101	-0.67805004
ADIPOR2	0.2142022	-0.72075
TFPI	0.89886695	-1.80445
PIK3C3	2.2444305	1.46745
PDE4B	-0.62419415	2.16295
FBXO7	-0.33127677	-0.60455
ALMS1	1.6577853	5.60065
TAF13	1.4005635	3.46525
THOC6	1.340182	2.20425
CRK	-3.337001	-8.32315
RAB5A	-1.465155	-4.8579
SPINT2	0.38887078	-0.28515005
CYP51A1	0.34046698	1.228
GDI2	-0.7617576	-2.96265
ACSM3	1.2173085	5.0257998
PPBP	0.21678656	0.82614994
BRINP3	0.7701198	2.4208
CASP7	0.5232045	-4.29855
RPL31	-0.009900983	-2.08915
THOP1	0.44719338	1.787
CEBPG	-1.1083989	-1.0565
DLG5	-2.0517483	-4.5247498
ACHE	0.5505776	0.9338
ARPP19	-0.8150045	-0.64205
RIPK4	-2.0546384	-0.76225
PCNA	-0.40318063	-10.0
EIF2AK1	1.6189401	4.9687996
ENY2	0.39493012	1.9463999
PTGS1	1.1957304	6.95605
SUPT6H	0.5653446	2.73645
IFITM2	1.2289932	1.70575
POLR3G	-1.8898817	-3.63485
GALNT11	0.6460381	0.09110001
CRY1	-0.8996543	-3.0267
SLC16A2	-0.07910368	3.3666
ZBED2	1.2736262	4.05045
SLC44A1	0.83225316	3.491
RETSAT	0.8853342	1.155
ARFGAP1	-0.6912048	-0.6129
SLC7A5	-0.43672755	0.88115
LRP8	-1.8207121	-2.32915
TACSTD2	-2.4129739	-2.4348502
PKM	-0.095399395	-3.7729
STAT5B	2.2073991	3.0561
PXN	-2.3060265	-3.7295
DAXX	-2.0099397	3.1704001
KDM5A	1.4215283	-3.7056003
BCL11B	-0.15480396	-0.6098
PSMB3	0.4895439	-0.13484997
BCL2L1	-0.1164538	0.34864998
CCDC88C	-0.5269082	1.1903
MTHFD1	-0.013458669	-1.17255
RPL28	-0.75588703	-1.93225
PPA2	1.0895325	0.686
UBE2K	0.4533037	3.65065
THRA	0.6585051	5.20185
RGN	0.6900054	1.65905
TARDBP	0.89349675	4.29125
BCL3	-2.5282333	-1.3643
BANK1	1.6706145	2.87195
MNDA	0.013779163	-0.7028
BCL2L14	1.2635506	2.5884
ARHGEF12	0.884554	2.73435
ABCD4	1.0177256	1.2795501
CPQ	1.8640258	3.6761498
API5	2.1896443	1.9597
CAMK2G	-2.033595	-5.3456497
ZMIZ1	-2.2575057	-2.80845
MAT2B	1.4719394	2.14015
PTK6	-1.3798705	-2.64385
AZGP1	-0.7141066	1.63265
ZCCHC4	0.91974723	3.6053998
NDRG3	-0.5714234	-2.0035
TCTN3	1.8798285	3.7064
MVK	-0.118490696	0.90680003
SLC2A1	0.6863968	0.9132
GSAP	0.5128294	2.8948002
CREBBP	-3.5340095	-5.8765
S100A14	0.09017944	2.16275
CDK13	-1.3856215	-3.30335
ACTR10	1.3765938	-1.502
ACKR3	1.347646	4.00815
ARHGDIG	1.1929469	2.8295999
WFDC1	0.5237972	2.452
PRKCB	1.3930067	-0.0316
CREG1	-0.21886943	2.09425
LILRB1	1.194332	2.77655
RAF1	-1.4054662	-3.53
ZBTB1	-2.2485533	-3.71385
FBXO38	1.4534597	2.7225
DSE	1.1713262	0.65604997
WAS	1.0579927	1.88765
NUDT2	1.9746295	4.85545
PLD1	0.35002366	0.31775
BMI1	-1.536963	-2.27605
TRIM15	1.1708707	3.7241
C4BPA	0.86504847	4.5417
MAZ	-0.84042865	-2.65605
ZBTB16	-0.4552372	-0.6596
HP	-0.11370085	1.3549
HDAC5	1.6990691	3.4804
GTF2E1	-1.393472	-2.8671498
HLF	-1.1884433	-0.0012999997
FEM1B	-1.3631659	-0.8448
LRP4	0.4911576	-1.3304
MLXIPL	1.8378345	2.93595
PSMD14	1.219564	0.99174994
NR1D2	-0.18828371	-0.54174995
IKZF3	1.2769308	4.61205
DNAJC13	0.5574352	2.8472
GSDMD	0.4729653	1.6371999
SPHK2	-0.38744536	0.020950004
SRR	1.8463321	4.04095
BLK	2.102765	4.6137
CPE	1.3798499	5.3277
NRG2	0.6755331	1.5633
DOCK1	1.8398124	4.9409
PER2	-1.909229	-3.60105
E2F4	-0.07619743	3.0237
BCL2L10	0.9331291	3.7694502
CYP4B1	0.12535354	4.53665
RAMP3	-0.062419906	3.30075
KIF14	-5.2527657	-5.82305
CILP	1.9618217	3.7355
GNG4	2.175191	5.5928497
ANK3	0.81326604	1.79545
CUL1	0.077415064	-0.55945003
GLUL	0.7861665	3.5426002
SYNCRIP	-0.4361257	-3.3143501
RXRA	-0.64857906	-1.1671001
TNFSF13	0.5785494	-1.0803
BEST1	2.3518233	2.2673998
SPN	0.6630411	4.6045504
ARHGEF17	1.4376888	1.77355
HOXA10	-0.79472154	-9.1574
SLC23A2	-0.31288758	0.88005
UBE2G2	-0.3392276	2.22365
IRF3	-0.14715023	-1.1465
PKP2	0.7388167	2.7664502
NR2F2	-1.0542845	-5.2510004
EXTL3	1.8102791	2.3404
NR3C2	0.4419121	1.6085
ADIPOR1	1.5367259	6.08605
ZBP1	1.4053017	5.67695
MBTPS1	2.4274204	7.1493
ACADSB	1.3675532	4.0698004
LRRC59	-1.4924219	-4.66495
NCOA6	-0.7945618	-3.61155
ALDH5A1	2.4891076	7.73155
REXO2	0.08160427	-2.5578
TMEM30A	1.8536282	5.06565
C1S	-0.78095603	-0.89615
ANKRA2	1.2212596	2.16665
SOX18	1.6945127	4.86075
PEBP1	-0.27625644	-2.8385
ETS1	-0.5299423	2.9242501
MVD	-0.10932379	-1.5561
TCL1A	1.1013643	4.22635
SLC9A3R1	-0.9985252	-1.4272001
MAP3K10	0.84008205	3.8236501
CHM	1.4274814	4.7641
VAT1	1.575176	2.33475
NDOR1	1.2391346	5.04635
RHBDF1	0.8190093	1.9359
NME5	1.6890675	4.34515
CDH1	2.613256	4.05455
RTN3	0.62679785	0.96465
ECHDC2	-0.27642968	-0.82935
BPTF	0.01193586	0.41565
STXBP3	1.3487031	0.8799
TMEM259	3.0774355	3.8849998
IDH3A	1.8210881	0.69935
ZNF148	-2.1224148	1.1118
DDX1	2.5594296	-0.7492
GPR4	0.36982155	3.4987001
LGALS3	0.29405385	-2.0629
TGM2	-1.0029173	-2.9456
TJP1	0.12934776	0.73705006
NUMB	0.75569916	-0.47454998
AREG	-0.61897093	2.00955
PPP2R5B	0.6494392	2.5888
ELL	-0.9521499	0.03095001
TIMP4	-0.5851129	-3.214
DECR2	0.93337125	2.13855
PODXL	-0.2957035	1.3434999
PSMA5	1.5623819	-0.35315
TTF1	-0.26170266	-1.968
DDX42	1.5571629	-4.5485
CHTOP	-3.4914582	-4.5213
MDK	1.029817	2.1132
PCDH7	2.034635	4.9196
TMEM9B	0.2413331	1.36495
ATF1	0.58826816	-2.38535
GLMN	-0.29091865	0.035099998
PELP1	-0.3370914	-0.43615
NES	0.6461259	0.76215005
MYO6	0.2670394	0.21935001
TBC1D8	-2.182308	-4.4929
SIGLEC9	1.7329334	4.9978
PRR7	-0.3405533	0.7766
IL22RA1	1.6570216	5.4686003
THBS4	0.19947611	-0.93729997
PPT1	1.6637075	4.9454
GUK1	2.5251665	4.9808
HYAL3	0.4232765	2.6768
SLC25A32	-2.13793	-4.39855
UPF1	-1.7403477	-4.8164997
SEMA6D	1.1720917	5.6399
EXOSC4	-5.760183	-8.26935
TWF2	-0.6213301	-7.2983
TNK1	0.25883576	1.92065
PSMB5	-0.83285624	-2.00565
TRPV2	1.1872274	3.03515
PAK6	-3.5813231	-6.0088997
CLDN1	-0.34878153	-0.10415
COPS5	0.071267724	-0.011049986
CBS	2.6470878	5.24125
BRF1	-1.7123286	-1.57865
GABPB1	-0.14394288	-4.1548
NFIC	-0.37699583	1.1231999
TNIK	-0.995926	0.23680001
GSTA4	1.2964906	-0.25734997
RPL13A	0.60798943	-1.8866999
MT1X	-1.7070799	-0.53305
HTN3	-0.63684154	-0.83979994
ACSL4	0.050757006	0.37555
PCCA	2.186461	2.7792501
ZBED1	1.6611435	2.27915
FRS3	0.9039066	4.71015
FOS	1.943478	7.70345
EPHB2	2.1581264	4.0101
COPB1	0.38701156	-1.89575
PRDM2	1.7222036	3.4053
TAF4	-2.8989973	-3.0868
CETP	1.1316538	3.49285
AGPAT1	2.9103394	6.97565
FLRT3	-0.41309866	1.8298
TIAM1	-1.9861319	-5.3684998
TNFRSF9	-0.1703882	2.7483
APC	-0.4189089	0.64059997
CDC42	0.2962883	-2.3021998
SPRY4	-1.0331784	-0.49185
ARNTL	-0.61803126	-1.666
TEAD4	-1.757764	-1.43925
BDH2	0.99478036	-0.37695
EYA3	0.431818	4.01585
LDHA	0.5155383	-3.0605001
SAMSN1	0.5236364	3.95885
HMGA1	-0.13851087	-1.48605
TNFSF15	1.2762953	2.51195
HFE	1.4438499	3.3176498
QPCT	0.5741677	1.3269
PTPRU	1.4587818	2.3987498
MGST3	0.65057546	-0.6769
MC4R	1.132871	4.9859
SUSD4	1.2195225	4.4662
ITGB3	1.5086579	-0.023999989
CBL	0.4719503	4.2951503
FUCA1	0.14036085	-0.25069997
CDC5L	0.8741927	0.51855
CHST15	-0.3708496	2.7646499
CHAC1	1.4861512	2.04835
PTK2B	2.0115614	7.2357497
HK2	-0.09040596	1.01435
ITK	-0.6326908	2.37545
SPARC	2.3001611	5.98265
USF2	-0.934045	-2.5506
RPLP1	0.3554604	-1.77355
SUPT5H	0.71568394	1.82865
NDN	1.7046391	2.34305
ARG1	1.0787827	1.0073
CAMK2N1	-1.2816926	0.88414997
S100A6	-2.5126731	-6.28065
RAD23A	1.1524078	0.53499997
PTGIR	1.2625844	3.974
PDGFB	1.350338	4.9158
ACKR1	0.67454606	1.2479
SCARF1	1.5376718	4.89345
FCN1	0.6481328	0.85519993
ATG3	-0.18478587	-4.86415
DOCK2	1.2555721	1.48935
POLD1	1.7595364	2.737
FDFT1	1.7647657	-5.3955
LIMCH1	0.27514616	-1.25835
IL15	0.8016099	0.7232
HLA-F	0.9552921	2.64285
SEMA3A	1.9246106	4.0026503
SMAD9	0.52483124	2.2651
TGFBR2	-1.3150551	-3.6692
TSPAN14	-1.5593215	-3.9088001
LPL	0.35978824	2.8129
FPGS	0.59040284	0.1319
PPIA	0.2832559	-1.6427001
CHD1L	1.0072032	3.0298
GTF2B	-2.2176592	-0.73985004
GRK5	0.4353556	2.1324
IFITM1	1.6362752	3.1252499
RPS12	0.88534224	-0.85625005
CREB3L1	-1.1371108	-4.42555
VWF	1.0211393	2.69575
WDR43	-2.5289333	-6.1486
FABP5	-2.468316	-8.39065
DBI	1.9579141	2.5708
BRD7	0.9329468	2.8473
SPP1	0.8322723	0.44425
TRIM28	-0.86722696	-4.48595
KDM3A	-3.0486932	-1.6616001
GRB10	-1.7156767	3.8752499
ING3	-0.8739902	-0.62630004
PDIA2	0.8238741	1.56225
SLC1A2	-0.013349712	3.0995
ARMC9	2.2989428	4.53245
PINK1	1.3551484	0.75025
PGM1	1.666217	-0.1846
MED24	-1.5799847	-2.1459498
CHST7	-0.63344777	-2.0023
MAPK1	1.818662	4.1112
SERTAD3	-1.8417195	0.3068
ATF7IP	-2.3537328	-1.8768001
CRCP	-0.0104229	0.5969
DLAT	-0.12128098	-1.0451
FANCC	1.1314735	2.6535501
